شراء
بيع
مرتجع مشتريات
مرتجع مبيعات
سداد  نقداً
تحصيل نقداً
سداد أ.د
تحصيل أ.ق
سداد أ.د مرتدة
تحصيل أ.ق مرتدة
تحصيل بشيكات
سداد بشيكات
رد شيكات أ.د
رد شيكات أ.ق
جرد
تحويل
تصنيع
