1,5
1,32
2,1
3,9
4,9
5,9
6,9
7,9
8,9
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,2
18,2
19,1
20,1
21,1
22,2
23,2
24,2
25,1
26,2
27,1
28,1
29,1
30,1
31,1
32,4
33,2
34,2
39,2
40,2
41,5
41,14
42,5
42,14
43,5
43,14
44,5
44,14
45,5
45,14
46,5
46,14
47,3
48,3
49,3
50,3
51,3
52,3
53,5
53,14
54,5
54,14
55,5
55,14
56,5
56,14
57,5
57,14
58,5
58,14
59,5
59,14
61,5
61,26
65,1
69,4
70,4
71,32
72,32
73,3
74,3
75,9
76,9
77,9
78,9
79,9
80,9
81,9
82,9
83,9
84,9
85,1
86,2
87,5
87,15
88,2
89,5
89,14
89,16
90,12
91,4
93,12
94,5
94,38
95,5
95,28
96,5
96,28
97,9
98,2
99,1
100,2
101,9
102,5
102,14
103,5
103,14
104,5
104,18
105,5
105,18
106,12
107,12
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
118,9
120,1
121,1
122,1
123,1
124,1
125,1
126,9
127,9
128,9
129,9
130,9
131,3
132,3
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,3
142,3
143,3
144,1
145,1
146,2
147,2
148,4
149,4
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,9
161,9
162,3
163,3
164,1
165,1
168,1
169,1
170,4
171,4
172,2
173,2
174,2
175,2
176,2
177,3
178,3
179,1
180,1
181,2
182,34
183,34
184,2
185,2
186,34
187,9
188,9
189,9
190,9
191,9
192,9
193,2
194,9
195,9
196,34
197,2
198,2
199,2
200,2
201,2
203,2
204,2
204,7
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,2
315,4
315,9
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,2
337,2
338,2
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,2
356,2
357,2
358,1
358,2
358,4
359,8
360,34
361,34
362,34
363,34
364,34
365,34
366,34
367,34
368,34
369,34
370,34
371,2
377,34
378,34
379,34
380,2
381,34
382,34
383,34
384,34
385,34
386,34
387,34
388,34
389,34
390,34
391,34
392,34
393,2
394,34
395,34
396,34
397,2
398,2
399,2
400,2
402,2
403,2
404,2
405,2
406,2
407,2
408,2
409,2
410,2
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
421,2
422,2
423,2
425,34
426,2
427,2
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,34
447,2
448,8
449,8
450,34
451,34
452,34
453,34
454,34
455,34
456,34
457,2
458,2
459,2
460,2
461,2
462,2
463,2
464,2
465,2
466,2
467,34
468,7
468,9
470,2
471,1
472,1
473,1
474,1
475,1
477,34
478,1
479,8
480,8
481,8
482,8
483,8
484,8
485,8
486,8
487,8
488,8
489,8
490,8
491,8
492,8
493,8
494,8
495,1
496,8
497,8
498,1
499,1
500,8
501,8
502,34
503,2
504,2
505,7
505,34
506,1
507,1
509,3
510,9
511,1
512,1
513,1
514,2
515,2
516,1
517,2
518,1
518,2
519,1
520,2
521,1
522,1
522,2
523,9
524,7
525,7
526,7
527,10
528,2
529,2
529,4
530,1
530,7
531,1
531,7
532,1
533,1
534,1
534,8
535,3
536,3
537,2
538,3
539,1
541,5
541,40
542,5
543,5
543,41
544,5
544,26
545,5
545,42
547,1
548,1
550,1
551,1
552,1
553,1
555,1
557,1
558,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,3
569,3
570,3
571,1
573,1
574,1
575,1
576,1
578,1
579,1
580,1
581,11
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,11
592,1
593,1
593,2
593,3
593,4
594,11
595,1
596,1
597,1
598,1
600,1
601,1
602,1
603,1
604,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,4
616,1
617,1
617,7
618,1
618,7
618,10
619,1
619,7
619,35
620,1
620,7
620,35
621,1
622,1
623,1
623,7
623,35
624,1
625,1
626,1
627,1
628,1
628,4
628,11
628,35
629,3
631,3
632,3
633,1
634,1
635,1
636,1
637,1
638,3
639,3
640,3
641,1
642,3
643,3
644,1
645,1
646,1
648,1
649,1
650,1
651,1
652,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
664,1
665,1
667,1
668,1
669,1
670,1
671,1
672,1
